teryt,municipality,county,voivodeship
3026043,Śrem,śremski,wielkopolskie
3027011,Turek,turecki,wielkopolskie
3027022,Brudzew,turecki,wielkopolskie
3027033,Dobra,turecki,wielkopolskie
3027042,Kawęczyn,turecki,wielkopolskie
3027052,Malanów,turecki,wielkopolskie
3027062,Przykona,turecki,wielkopolskie
3027073,Tuliszków,turecki,wielkopolskie
3027082,Turek,turecki,wielkopolskie
3027092,Władysławów,turecki,wielkopolskie
3028011,Wągrowiec,wągrowiecki,wielkopolskie
3028022,Damasławek,wągrowiecki,wielkopolskie
3028033,Gołańcz,wągrowiecki,wielkopolskie
3028042,Mieścisko,wągrowiecki,wielkopolskie
3028053,Skoki,wągrowiecki,wielkopolskie
3028062,Wapno,wągrowiecki,wielkopolskie
3028072,Wągrowiec,wągrowiecki,wielkopolskie
3029012,Przemęt,wolsztyński,wielkopolskie
3029022,Siedlec,wolsztyński,wielkopolskie
3029033,Wolsztyn,wolsztyński,wielkopolskie
3030012,Kołaczkowo,wrzesiński,wielkopolskie
3030023,Miłosław,wrzesiński,wielkopolskie
3030033,Nekla,wrzesiński,wielkopolskie
3030043,Pyzdry,wrzesiński,wielkopolskie
3030053,Września,wrzesiński,wielkopolskie
3031011,Złotów,złotowski,wielkopolskie
3031023,Jastrowie,złotowski,wielkopolskie
3031033,Krajenka,złotowski,wielkopolskie
3031042,Lipka,złotowski,wielkopolskie
3031053,Okonek,złotowski,wielkopolskie
3031062,Tarnówka,złotowski,wielkopolskie
3031072,Zakrzewo,złotowski,wielkopolskie
3031082,Złotów,złotowski,wielkopolskie
3061011,Kalisz,Kalisz,wielkopolskie
3062011,Konin,Konin,wielkopolskie
3063011,Leszno,Leszno,wielkopolskie
3064011,Poznań,Poznań,wielkopolskie
3201011,Białogard,białogardzki,zachodniopomorskie
3201022,Białogard,białogardzki,zachodniopomorskie
3201033,Karlino,białogardzki,zachodniopomorskie
3201043,Tychowo,białogardzki,zachodniopomorskie
3202012,Bierzwnik,choszczeński,zachodniopomorskie
3202023,Choszczno,choszczeński,zachodniopomorskie
3202033,Drawno,choszczeński,zachodniopomorskie
3202042,Krzęcin,choszczeński,zachodniopomorskie
3202053,Pełczyce,choszczeński,zachodniopomorskie
3202063,Recz,choszczeński,zachodniopomorskie
3203013,Czaplinek,drawski,zachodniopomorskie
3203023,Drawsko Pomorskie,drawski,zachodniopomorskie
3203033,Kalisz Pomorski,drawski,zachodniopomorskie
3203052,Wierzchowo,drawski,zachodniopomorskie
3203063,Złocieniec,drawski,zachodniopomorskie
3204023,Goleniów,goleniowski,zachodniopomorskie
3204033,Maszewo,goleniowski,zachodniopomorskie
3204043,Nowogard,goleniowski,zachodniopomorskie
3204052,Osina,goleniowski,zachodniopomorskie
3204062,Przybiernów,goleniowski,zachodniopomorskie
3204073,Stepnica,goleniowski,zachodniopomorskie
3205012,Brojce,gryficki,zachodniopomorskie
3205023,Gryfice,gryficki,zachodniopomorskie
3205032,Karnice,gryficki,zachodniopomorskie
3205043,Płoty,gryficki,zachodniopomorskie
3205072,Rewal,gryficki,zachodniopomorskie
3205083,Trzebiatów,gryficki,zachodniopomorskie
3206012,Banie,gryfiński,zachodniopomorskie
3206023,Cedynia,gryfiński,zachodniopomorskie
3206033,Chojna,gryfiński,zachodniopomorskie
3206043,Gryfino,gryfiński,zachodniopomorskie
3206053,Mieszkowice,gryfiński,zachodniopomorskie
3206063,Moryń,gryfiński,zachodniopomorskie
3206072,Stare Czarnowo,gryfiński,zachodniopomorskie
3206083,Trzcińsko-Zdrój,gryfiński,zachodniopomorskie
3206092,Widuchowa,gryfiński,zachodniopomorskie
3207013,Dziwnów,kamieński,zachodniopomorskie
3207023,Golczewo,kamieński,zachodniopomorskie
3207033,Kamień Pomorski,kamieński,zachodniopomorskie
3207043,Międzyzdroje,kamieński,zachodniopomorskie
3207052,Świerzno,kamieński,zachodniopomorskie
3207063,Wolin,kamieński,zachodniopomorskie
3208011,Kołobrzeg,kołobrzeski,zachodniopomorskie
3208022,Dygowo,kołobrzeski,zachodniopomorskie
3208033,Gościno,kołobrzeski,zachodniopomorskie
3208042,Kołobrzeg,kołobrzeski,zachodniopomorskie
3208052,Rymań,kołobrzeski,zachodniopomorskie
3208062,Siemyśl,kołobrzeski,zachodniopomorskie
3208072,Ustronie Morskie,kołobrzeski,zachodniopomorskie
3209012,Będzino,koszaliński,zachodniopomorskie
3209022,Biesiekierz,koszaliński,zachodniopomorskie
3209033,Bobolice,koszaliński,zachodniopomorskie
3209042,Manowo,koszaliński,zachodniopomorskie
3209053,Mielno,koszaliński,zachodniopomorskie
3209063,Polanów,koszaliński,zachodniopomorskie
3209073,Sianów,koszaliński,zachodniopomorskie
3209082,Świeszyno,koszaliński,zachodniopomorskie
3210013,Barlinek,myśliborski,zachodniopomorskie
3210022,Boleszkowice,myśliborski,zachodniopomorskie
3210033,Dębno,myśliborski,zachodniopomorskie
3210043,Myślibórz,myśliborski,zachodniopomorskie
3210052,Nowogródek Pomorski,myśliborski,zachodniopomorskie
3211012,Dobra (Szczecińska),policki,zachodniopomorskie
3211022,Kołbaskowo,policki,zachodniopomorskie
3211033,Nowe Warpno,policki,zachodniopomorskie
3211043,Police,policki,zachodniopomorskie
3212012,Bielice,pyrzycki,zachodniopomorskie
3212022,Kozielice,pyrzycki,zachodniopomorskie
3212033,Lipiany,pyrzycki,zachodniopomorskie
3212042,Przelewice,pyrzycki,zachodniopomorskie
3212053,Pyrzyce,pyrzycki,zachodniopomorskie
3212062,Warnice,pyrzycki,zachodniopomorskie
3213011,Darłowo,sławieński,zachodniopomorskie
3213021,Sławno,sławieński,zachodniopomorskie
3213032,Darłowo,sławieński,zachodniopomorskie
3213042,Malechowo,sławieński,zachodniopomorskie
3213052,Postomino,sławieński,zachodniopomorskie
3213062,Sławno,sławieński,zachodniopomorskie
3214011,Stargard,stargardzki,zachodniopomorskie
3214023,Chociwel,stargardzki,zachodniopomorskie
3214033,Dobrzany,stargardzki,zachodniopomorskie
3214042,Dolice,stargardzki,zachodniopomorskie
3214053,Ińsko,stargardzki,zachodniopomorskie
3214062,Kobylanka,stargardzki,zachodniopomorskie
3214082,Marianowo,stargardzki,zachodniopomorskie
3214092,Stara Dąbrowa,stargardzki,zachodniopomorskie
3214102,Stargard,stargardzki,zachodniopomorskie
3214113,Suchań,stargardzki,zachodniopomorskie
3215011,Szczecinek,szczecinecki,zachodniopomorskie
3215023,Barwice,szczecinecki,zachodniopomorskie
3215033,Biały Bór,szczecinecki,zachodniopomorskie
3215043,Borne Sulinowo,szczecinecki,zachodniopomorskie
3215052,Grzmiąca,szczecinecki,zachodniopomorskie
3215062,Szczecinek,szczecinecki,zachodniopomorskie
3216011,Świdwin,świdwiński,zachodniopomorskie
3216022,Brzeżno,świdwiński,zachodniopomorskie
3216033,Połczyn-Zdrój,świdwiński,zachodniopomorskie
3216042,Rąbino,świdwiński,zachodniopomorskie
3216052,Sławoborze,świdwiński,zachodniopomorskie
3216062,Świdwin,świdwiński,zachodniopomorskie
3217011,Wałcz,wałecki,zachodniopomorskie
3217023,Człopa,wałecki,zachodniopomorskie
3217033,Mirosławiec,wałecki,zachodniopomorskie
3217043,Tuczno,wałecki,zachodniopomorskie
3217052,Wałcz,wałecki,zachodniopomorskie
3218013,Dobra,łobeski,zachodniopomorskie
3218023,Łobez,łobeski,zachodniopomorskie
3218032,Radowo Małe,łobeski,zachodniopomorskie
3218043,Resko,łobeski,zachodniopomorskie
3218053,Węgorzyno,łobeski,zachodniopomorskie
3261011,Koszalin,Koszalin,zachodniopomorskie
3262011,Szczecin,Szczecin,zachodniopomorskie
3263011,Świnoujście,Świnoujście,zachodniopomorskie
